date,Value,Geography,Occupation,Year of Arrival,Country of Birth
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: United Kingdom
2011,10007,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Ireland
2011,481,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,5734,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,3092,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,522,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2339,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,388,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,4615,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1382,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,522,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Africa: Nigeria
2011,1085,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Africa: South Africa
2011,10086,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Africa: Other
2011,802,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Middle East and Asia: China
2011,2776,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Middle East and Asia: Bangladesh
2011,7844,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Middle East and Asia: India
2011,3907,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Middle East and Asia: Pakistan
2011,11089,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,Middle East and Asia: Other
2011,1100,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,The Americas and the Caribbean: Canada
2011,1002,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,The Americas and the Caribbean: United States
2011,4794,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,3843,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,The Americas and the Caribbean: Other
2011,2044,England and Wales (K04000001),5. Skilled trades occupations,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: United Kingdom
2011,3925,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Ireland
2011,506,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2688,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,856,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,752,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1031,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,431,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,743,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1808,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,846,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Africa: Nigeria
2011,810,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Africa: South Africa
2011,4416,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Africa: Other
2011,903,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Middle East and Asia: China
2011,3878,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,2491,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Middle East and Asia: India
2011,1941,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,6199,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,Middle East and Asia: Other
2011,334,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,584,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,529,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,855,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,943,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: United Kingdom
2011,1621,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Ireland
2011,1273,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,1857,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1425,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1763,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1735,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,2638,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3803,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,9049,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,1012,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Africa: Nigeria
2011,2410,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Africa: South Africa
2011,7247,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Africa: Other
2011,3117,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Middle East and Asia: China
2011,5072,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,3345,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Middle East and Asia: India
2011,4215,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,9563,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,Middle East and Asia: Other
2011,288,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,680,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,1625,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,2232,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,1456,England and Wales (K04000001),5. Skilled trades occupations,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: United Kingdom
2011,2892,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Ireland
2011,2267,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,1706,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2788,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,3617,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,3240,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,62084,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,38727,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,8511,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,1950,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Africa: Nigeria
2011,4732,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Africa: South Africa
2011,10283,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Africa: Other
2011,6315,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Middle East and Asia: China
2011,5454,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,10578,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Middle East and Asia: India
2011,6423,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,18810,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,Middle East and Asia: Other
2011,524,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,1814,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,1534,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,5341,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,4157,England and Wales (K04000001),5. Skilled trades occupations,Arrived 2001-2011,"Antarctica, Oceania and other"
2011,2121338,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Europe: Other Europe: Rest of Europe
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Africa: Nigeria
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Africa: South Africa
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Africa: Other
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Middle East and Asia: China
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Middle East and Asia: Bangladesh
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: United Kingdom
2011,8521,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Ireland
2011,632,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,5841,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1728,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,707,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2332,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,445,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3711,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1127,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,867,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Africa: Nigeria
2011,1044,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Africa: South Africa
2011,9757,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Africa: Other
2011,95,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Middle East and Asia: China
2011,1051,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Middle East and Asia: Bangladesh
2011,5706,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Middle East and Asia: India
2011,3213,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Middle East and Asia: Pakistan
2011,7157,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,Middle East and Asia: Other
2011,983,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,The Americas and the Caribbean: Canada
2011,915,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,The Americas and the Caribbean: United States
2011,5780,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,4759,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,The Americas and the Caribbean: Other
2011,1673,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: United Kingdom
2011,2987,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Ireland
2011,694,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,3104,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,540,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,650,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,1405,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,390,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,578,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,940,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,2616,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Africa: Nigeria
2011,790,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Africa: South Africa
2011,7063,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Africa: Other
2011,118,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Middle East and Asia: China
2011,1935,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,2607,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Middle East and Asia: India
2011,2163,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Middle East and Asia: Pakistan
2011,5343,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,Middle East and Asia: Other
2011,345,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,692,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,The Americas and the Caribbean: United States
2011,1107,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,1691,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,The Americas and the Caribbean: Other
2011,836,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: United Kingdom
2011,1600,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Ireland
2011,1600,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2620,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1091,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1558,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2596,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,1336,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,2672,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,4003,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,3754,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Africa: Nigeria
2011,2336,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Africa: South Africa
2011,15908,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Africa: Other
2011,448,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Middle East and Asia: China
2011,1200,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,3366,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Middle East and Asia: India
2011,2791,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Middle East and Asia: Pakistan
2011,9713,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,Middle East and Asia: Other
2011,349,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,867,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,The Americas and the Caribbean: United States
2011,3561,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,3894,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,The Americas and the Caribbean: Other
2011,1269,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: United Kingdom
2011,2175,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Ireland
2011,2270,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2362,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1882,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,2514,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,4462,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,30362,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,26190,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,5002,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,12170,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Africa: Nigeria
2011,5358,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Africa: South Africa
2011,34200,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Africa: Other
2011,2207,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Middle East and Asia: China
2011,1636,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,15578,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Middle East and Asia: India
2011,4248,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Middle East and Asia: Pakistan
2011,36960,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,Middle East and Asia: Other
2011,689,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,1794,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,The Americas and the Caribbean: United States
2011,3414,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,6580,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,The Americas and the Caribbean: Other
2011,3695,England and Wales (K04000001),"6. Caring, leisure and other service occupations",Arrived 2001-2011,"Antarctica, Oceania and other"
2011,1953302,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: United Kingdom
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Ireland
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,0,England and Wales (K04000001),7. Sales and customer service occupations,Born in the UK,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
