date,Value,Geography,Occupation,Year of Arrival,Country of Birth
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Middle East and Asia: India
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Middle East and Asia: Pakistan
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,Middle East and Asia: Other
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,The Americas and the Caribbean: Canada
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,The Americas and the Caribbean: United States
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,The Americas and the Caribbean: Jamaica
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,The Americas and the Caribbean: Other
2011,0,England and Wales (K04000001),9. Elementary occupations,Born in the UK,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: United Kingdom
2011,10629,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Ireland
2011,348,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,5100,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,2378,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,926,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2068,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,393,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3299,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1044,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Europe: Other Europe: Rest of Europe
2011,786,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Africa: Nigeria
2011,683,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Africa: South Africa
2011,10647,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Africa: Other
2011,295,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Middle East and Asia: China
2011,2271,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Middle East and Asia: Bangladesh
2011,12967,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Middle East and Asia: India
2011,5088,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Middle East and Asia: Pakistan
2011,7266,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,Middle East and Asia: Other
2011,624,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,The Americas and the Caribbean: Canada
2011,705,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,The Americas and the Caribbean: United States
2011,4128,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,The Americas and the Caribbean: Jamaica
2011,3917,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,The Americas and the Caribbean: Other
2011,1321,England and Wales (K04000001),9. Elementary occupations,Arrived before 1981,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: United Kingdom
2011,2808,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Ireland
2011,325,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2692,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,690,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,1109,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,941,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,300,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,616,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,1292,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Europe: Other Europe: Rest of Europe
2011,1922,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Africa: Nigeria
2011,517,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Africa: South Africa
2011,7174,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Africa: Other
2011,380,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Middle East and Asia: China
2011,4100,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Middle East and Asia: Bangladesh
2011,5802,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Middle East and Asia: India
2011,3418,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Middle East and Asia: Pakistan
2011,5831,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,Middle East and Asia: Other
2011,244,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,The Americas and the Caribbean: Canada
2011,517,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,The Americas and the Caribbean: United States
2011,681,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,The Americas and the Caribbean: Jamaica
2011,1210,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,The Americas and the Caribbean: Other
2011,585,England and Wales (K04000001),9. Elementary occupations,Arrived 1981-1990,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: United Kingdom
2011,1494,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Ireland
2011,1151,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2922,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,1303,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,3619,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,2134,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,2072,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,3364,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,7547,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Europe: Other Europe: Rest of Europe
2011,3051,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Africa: Nigeria
2011,2011,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Africa: South Africa
2011,16706,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Africa: Other
2011,1053,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Middle East and Asia: China
2011,3436,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Middle East and Asia: Bangladesh
2011,7188,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Middle East and Asia: India
2011,6367,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Middle East and Asia: Pakistan
2011,13919,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,Middle East and Asia: Other
2011,343,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,The Americas and the Caribbean: Canada
2011,977,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,The Americas and the Caribbean: United States
2011,2743,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,The Americas and the Caribbean: Jamaica
2011,5318,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,The Americas and the Caribbean: Other
2011,1114,England and Wales (K04000001),9. Elementary occupations,Arrived 1991-2000,"Antarctica, Oceania and other"
2011,0,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: United Kingdom
2011,2629,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Ireland
2011,3681,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: France
2011,2531,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Germany
2011,5159,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Italy
2011,9263,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores)
2011,6682,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001
2011,127570,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland
2011,91625,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries
2011,10484,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Europe: Other Europe: Rest of Europe
2011,10669,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Africa: Nigeria
2011,4191,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Africa: South Africa
2011,37459,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Africa: Other
2011,4991,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Middle East and Asia: China
2011,8084,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Middle East and Asia: Bangladesh
2011,25715,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Middle East and Asia: India
2011,14223,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Middle East and Asia: Pakistan
2011,46444,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,Middle East and Asia: Other
2011,678,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,The Americas and the Caribbean: Canada
2011,2061,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,The Americas and the Caribbean: United States
2011,2965,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,The Americas and the Caribbean: Jamaica
2011,14961,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,The Americas and the Caribbean: Other
2011,3169,England and Wales (K04000001),9. Elementary occupations,Arrived 2001-2011,"Antarctica, Oceania and other"
