date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,Wales,W92000004,18709,Age 25 to 49,5. Skilled trades occupations,Level 2 qualifications
2011,North East,E12000001,18165,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,North West,E12000002,48481,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,37321,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,East Midlands,E12000004,31989,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,West Midlands,E12000005,34430,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,East,E12000006,37914,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,London,E12000007,29663,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,South East,E12000008,53714,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,South West,E12000009,40855,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,Wales,W92000004,21946,Age 25 to 49,5. Skilled trades occupations,Level 3 qualifications
2011,North East,E12000001,9256,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,North West,E12000002,25256,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,18370,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,16944,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,19931,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,East,E12000006,22349,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,London,E12000007,36823,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,South East,E12000008,36390,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,South West,E12000009,26286,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,Wales,W92000004,13274,Age 25 to 49,5. Skilled trades occupations,Level 4 qualifications and above
2011,North East,E12000001,12636,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,North West,E12000002,34359,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,29954,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,23525,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,27191,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,East,E12000006,31467,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,London,E12000007,60716,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,South East,E12000008,45566,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,South West,E12000009,28381,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,16153,Age 25 to 49,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,North East,E12000001,3606,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,North West,E12000002,10106,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,Yorkshire and The Humber,E12000003,8510,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,East Midlands,E12000004,6267,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,West Midlands,E12000005,7932,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,East,E12000006,7331,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,London,E12000007,12091,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,South East,E12000008,9721,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,South West,E12000009,5816,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,Wales,W92000004,5313,Age 25 to 49,"6. Caring, leisure and other service occupations",No qualifications
2011,North East,E12000001,8322,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,North West,E12000002,22976,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,18340,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,East Midlands,E12000004,15222,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,West Midlands,E12000005,16310,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,East,E12000006,22096,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,London,E12000007,22368,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,South East,E12000008,31347,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,South West,E12000009,17577,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,Wales,W92000004,10440,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,North East,E12000001,16743,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,North West,E12000002,45052,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,33668,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,East Midlands,E12000004,27536,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,West Midlands,E12000005,32575,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,East,E12000006,37929,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,London,E12000007,34132,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,South East,E12000008,52018,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,South West,E12000009,33261,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,Wales,W92000004,20058,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,North East,E12000001,20442,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,North West,E12000002,55830,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,35244,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,East Midlands,E12000004,33644,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,West Midlands,E12000005,41207,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,East,E12000006,36743,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,London,E12000007,38037,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,South East,E12000008,57735,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,South West,E12000009,38077,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,Wales,W92000004,22621,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,North East,E12000001,13854,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,North West,E12000002,41798,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,28543,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,East Midlands,E12000004,25056,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,West Midlands,E12000005,31227,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,East,E12000006,33767,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,London,E12000007,60422,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,South East,E12000008,55522,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,South West,E12000009,32501,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,Wales,W92000004,17464,Age 25 to 49,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,North East,E12000001,3310,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,North West,E12000002,9357,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,7441,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,East Midlands,E12000004,6439,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,West Midlands,E12000005,7668,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,East,E12000006,10502,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,London,E12000007,27546,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,South East,E12000008,16847,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,South West,E12000009,8633,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,Wales,W92000004,4142,Age 25 to 49,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,North East,E12000001,7034,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,North West,E12000002,16737,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,14176,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,East Midlands,E12000004,9250,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,West Midlands,E12000005,13095,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,East,E12000006,9870,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,London,E12000007,15749,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,South East,E12000008,12627,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,South West,E12000009,7950,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,Wales,W92000004,7638,Age 25 to 49,7. Sales and customer service occupations,No qualifications
2011,North East,E12000001,17069,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,North West,E12000002,37427,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,28461,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,East Midlands,E12000004,23140,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,West Midlands,E12000005,26440,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,East,E12000006,27931,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,London,E12000007,26505,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,South East,E12000008,37714,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,South West,E12000009,24594,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,Wales,W92000004,14889,Age 25 to 49,7. Sales and customer service occupations,Level 1 qualifications
2011,North East,E12000001,16021,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,North West,E12000002,35769,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,25409,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,East Midlands,E12000004,20826,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,West Midlands,E12000005,24430,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,East,E12000006,24202,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,London,E12000007,22285,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,South East,E12000008,33175,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,South West,E12000009,23238,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,Wales,W92000004,13564,Age 25 to 49,7. Sales and customer service occupations,Level 2 qualifications
2011,North East,E12000001,8795,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,North West,E12000002,21106,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,14429,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,East Midlands,E12000004,12332,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,West Midlands,E12000005,14649,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,East,E12000006,13519,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,London,E12000007,16589,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,South East,E12000008,19952,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,South West,E12000009,13691,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,Wales,W92000004,8067,Age 25 to 49,7. Sales and customer service occupations,Level 3 qualifications
2011,North East,E12000001,8102,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,North West,E12000002,24657,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,15675,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,13223,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,16874,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,East,E12000006,15551,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,London,E12000007,55360,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,South East,E12000008,26987,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,South West,E12000009,14863,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,Wales,W92000004,9141,Age 25 to 49,7. Sales and customer service occupations,Level 4 qualifications and above
2011,North East,E12000001,2340,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,North West,E12000002,7443,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,5189,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,4376,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,5774,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,East,E12000006,6047,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,London,E12000007,23578,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,South East,E12000008,9726,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,South West,E12000009,4747,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,2450,Age 25 to 49,7. Sales and customer service occupations,Apprenticeships and other qualifications
2011,North East,E12000001,9115,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,North West,E12000002,27005,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,Yorkshire and The Humber,E12000003,26202,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,East Midlands,E12000004,20869,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,West Midlands,E12000005,27607,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,East,E12000006,19818,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,London,E12000007,21895,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,South East,E12000008,20363,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,South West,E12000009,13292,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,Wales,W92000004,12988,Age 25 to 49,"8. Process, plant and machine operatives",No qualifications
2011,North East,E12000001,15828,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,North West,E12000002,39500,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,31329,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,East Midlands,E12000004,28630,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,West Midlands,E12000005,32110,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,East,E12000006,30757,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,London,E12000007,22378,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,South East,E12000008,35156,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,South West,E12000009,25238,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,Wales,W92000004,16271,Age 25 to 49,"8. Process, plant and machine operatives",Level 1 qualifications
2011,North East,E12000001,13658,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,North West,E12000002,30373,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,23587,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,East Midlands,E12000004,21474,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,West Midlands,E12000005,24267,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,East,E12000006,21891,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,London,E12000007,16548,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,South East,E12000008,25574,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,South West,E12000009,19226,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,Wales,W92000004,12069,Age 25 to 49,"8. Process, plant and machine operatives",Level 2 qualifications
2011,North East,E12000001,6867,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,North West,E12000002,15492,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,11696,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,East Midlands,E12000004,10742,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,West Midlands,E12000005,11386,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,East,E12000006,10761,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,London,E12000007,9444,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,South East,E12000008,12950,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,South West,E12000009,9726,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,Wales,W92000004,6516,Age 25 to 49,"8. Process, plant and machine operatives",Level 3 qualifications
2011,North East,E12000001,4934,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,North West,E12000002,13851,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,10714,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,East Midlands,E12000004,10192,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,West Midlands,E12000005,11220,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,East,E12000006,11721,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,London,E12000007,18432,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,South East,E12000008,16044,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,South West,E12000009,9715,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,Wales,W92000004,6044,Age 25 to 49,"8. Process, plant and machine operatives",Level 4 qualifications and above
2011,North East,E12000001,6837,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,North West,E12000002,20771,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,19516,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,East Midlands,E12000004,19450,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,West Midlands,E12000005,20463,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,East,E12000006,19927,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,London,E12000007,27774,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,South East,E12000008,21460,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,South West,E12000009,13499,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,Wales,W92000004,8602,Age 25 to 49,"8. Process, plant and machine operatives",Apprenticeships and other qualifications
2011,North East,E12000001,15658,Age 25 to 49,9. Elementary occupations,No qualifications
2011,North West,E12000002,41980,Age 25 to 49,9. Elementary occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,38840,Age 25 to 49,9. Elementary occupations,No qualifications
2011,East Midlands,E12000004,30463,Age 25 to 49,9. Elementary occupations,No qualifications
2011,West Midlands,E12000005,39787,Age 25 to 49,9. Elementary occupations,No qualifications
2011,East,E12000006,30676,Age 25 to 49,9. Elementary occupations,No qualifications
2011,London,E12000007,44306,Age 25 to 49,9. Elementary occupations,No qualifications
2011,South East,E12000008,38739,Age 25 to 49,9. Elementary occupations,No qualifications
2011,South West,E12000009,23951,Age 25 to 49,9. Elementary occupations,No qualifications
2011,Wales,W92000004,20339,Age 25 to 49,9. Elementary occupations,No qualifications
2011,North East,E12000001,19794,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,North West,E12000002,48830,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,39447,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,East Midlands,E12000004,35787,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,West Midlands,E12000005,40940,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,East,E12000006,41721,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,London,E12000007,36794,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,South East,E12000008,53985,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,South West,E12000009,36848,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,Wales,W92000004,20971,Age 25 to 49,9. Elementary occupations,Level 1 qualifications
2011,North East,E12000001,15410,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,North West,E12000002,37038,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,28499,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,East Midlands,E12000004,25990,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,West Midlands,E12000005,30296,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,East,E12000006,27965,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,London,E12000007,26743,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,South East,E12000008,36891,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,South West,E12000009,27003,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,Wales,W92000004,15233,Age 25 to 49,9. Elementary occupations,Level 2 qualifications
2011,North East,E12000001,6061,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,North West,E12000002,15885,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,11746,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,East Midlands,E12000004,10955,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,West Midlands,E12000005,12896,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,East,E12000006,11733,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,London,E12000007,15590,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,South East,E12000008,16648,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,South West,E12000009,12071,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,Wales,W92000004,6954,Age 25 to 49,9. Elementary occupations,Level 3 qualifications
2011,North East,E12000001,5099,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,North West,E12000002,17049,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,12322,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,East Midlands,E12000004,11324,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,West Midlands,E12000005,13830,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,East,E12000006,14405,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,London,E12000007,43668,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,South East,E12000008,21855,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,South West,E12000009,13338,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,Wales,W92000004,7187,Age 25 to 49,9. Elementary occupations,Level 4 qualifications and above
2011,North East,E12000001,5643,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,North West,E12000002,20583,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,18863,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,19247,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,21719,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,East,E12000006,22473,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,London,E12000007,62805,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,South East,E12000008,31619,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,South West,E12000009,15940,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,8017,Age 25 to 49,9. Elementary occupations,Apprenticeships and other qualifications
2011,North East,E12000001,4054,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,North West,E12000002,12620,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,Yorkshire and The Humber,E12000003,9666,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,East Midlands,E12000004,8826,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,West Midlands,E12000005,10561,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,East,E12000006,12120,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,London,E12000007,10218,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,South East,E12000008,15056,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,South West,E12000009,9763,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,Wales,W92000004,5466,Age 50 to 64,"1. Managers, directors and senior officials",No qualifications
2011,North East,E12000001,3861,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,North West,E12000002,12337,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,9480,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,East Midlands,E12000004,8976,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,West Midlands,E12000005,9797,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,East,E12000006,14008,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
2011,London,E12000007,10631,Age 50 to 64,"1. Managers, directors and senior officials",Level 1 qualifications
