date,geography,geography code,Value,Age,Occupation,Highest Level of Qualification
2011,North West,E12000002,10747,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,9071,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,East Midlands,E12000004,6677,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,West Midlands,E12000005,7108,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,East,E12000006,8038,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,London,E12000007,8091,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,South East,E12000008,11164,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,South West,E12000009,8782,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,Wales,W92000004,5115,Age 16 to 24,5. Skilled trades occupations,Apprenticeships and other qualifications
2011,North East,E12000001,640,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,North West,E12000002,1658,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,Yorkshire and The Humber,E12000003,1381,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,East Midlands,E12000004,1112,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,West Midlands,E12000005,1278,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,East,E12000006,1434,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,London,E12000007,1662,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,South East,E12000008,1859,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,South West,E12000009,1243,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,Wales,W92000004,913,Age 16 to 24,"6. Caring, leisure and other service occupations",No qualifications
2011,North East,E12000001,2182,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,North West,E12000002,6301,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,4762,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,East Midlands,E12000004,4441,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,West Midlands,E12000005,4676,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,East,E12000006,6015,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,London,E12000007,4907,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,South East,E12000008,8573,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,South West,E12000009,5264,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,Wales,W92000004,3469,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 1 qualifications
2011,North East,E12000001,4880,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,North West,E12000002,14768,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,11081,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,East Midlands,E12000004,9873,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,West Midlands,E12000005,10683,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,East,E12000006,13361,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,London,E12000007,9908,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,South East,E12000008,18849,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,South West,E12000009,12334,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,Wales,W92000004,7198,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 2 qualifications
2011,North East,E12000001,6488,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,North West,E12000002,19532,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,13804,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,East Midlands,E12000004,12359,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,West Midlands,E12000005,14734,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,East,E12000006,13898,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,London,E12000007,12744,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,South East,E12000008,22334,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,South West,E12000009,14880,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,Wales,W92000004,7823,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 3 qualifications
2011,North East,E12000001,2897,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,North West,E12000002,8092,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,Yorkshire and The Humber,E12000003,6127,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,East Midlands,E12000004,4919,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,West Midlands,E12000005,6061,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,East,E12000006,6279,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,London,E12000007,9535,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,South East,E12000008,9353,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,South West,E12000009,5897,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,Wales,W92000004,3964,Age 16 to 24,"6. Caring, leisure and other service occupations",Level 4 qualifications and above
2011,North East,E12000001,1623,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,North West,E12000002,4289,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,Yorkshire and The Humber,E12000003,3233,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,East Midlands,E12000004,2944,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,West Midlands,E12000005,3169,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,East,E12000006,3653,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,London,E12000007,4637,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,South East,E12000008,5539,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,South West,E12000009,3343,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,Wales,W92000004,1388,Age 16 to 24,"6. Caring, leisure and other service occupations",Apprenticeships and other qualifications
2011,North East,E12000001,1340,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,North West,E12000002,3729,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,Yorkshire and The Humber,E12000003,3040,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,East Midlands,E12000004,2174,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,West Midlands,E12000005,3073,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,East,E12000006,2920,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,London,E12000007,3054,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,South East,E12000008,3928,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,South West,E12000009,2544,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,Wales,W92000004,1792,Age 16 to 24,7. Sales and customer service occupations,No qualifications
2011,North East,E12000001,5740,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,North West,E12000002,15174,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,Yorkshire and The Humber,E12000003,11462,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,East Midlands,E12000004,9621,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,West Midlands,E12000005,11710,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,East,E12000006,14112,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,London,E12000007,12268,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,South East,E12000008,20480,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,South West,E12000009,12691,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,Wales,W92000004,7106,Age 16 to 24,7. Sales and customer service occupations,Level 1 qualifications
2011,North East,E12000001,11146,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,North West,E12000002,31336,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,Yorkshire and The Humber,E12000003,22326,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,East Midlands,E12000004,19030,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,West Midlands,E12000005,22859,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,East,E12000006,28246,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,London,E12000007,23260,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,South East,E12000008,44669,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,South West,E12000009,26506,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,Wales,W92000004,13754,Age 16 to 24,7. Sales and customer service occupations,Level 2 qualifications
2011,North East,E12000001,11413,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,North West,E12000002,32807,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,Yorkshire and The Humber,E12000003,23863,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,East Midlands,E12000004,19058,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,West Midlands,E12000005,22146,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,East,E12000006,21614,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,London,E12000007,29158,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
2011,South East,E12000008,38675,Age 16 to 24,7. Sales and customer service occupations,Level 3 qualifications
